what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1301977828315
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977828535
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1301977828545
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977852915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977856525
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301977857190
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1301977859265
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1301977859265
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977864695
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977912245
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1301977915340
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1301977915345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977917655
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977920620
activated,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1301977923880
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.perspectives.showPerspective",1301977932145
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977941510
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977952135
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1301977952145
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977955895
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977957450
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1301977957465
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301977963230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977964770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977966745
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1301977966750
activated,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1301977969010
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977969310
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301977975340
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.newWizard",1301977975355
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301977979955
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978005100
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1301978066920
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978067675
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978068885
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978068940
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1301978069385
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1301978079330
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1301978079385
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1301978079425
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1301978086775
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1301978086790
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.SourceView",1301978087290
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.SourceView",1301978087300
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301978088100
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978088675
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978089295
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978089625
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978090505
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978091465
activated,view,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views.ContentOutline",1301978092045
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978092210
activated,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1301978098845
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978104646
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1301978113476
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1301978114381
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978114806
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978115581
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978134591
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978137871
opened,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1301978138156
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978140461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978201784
activated,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1301978203249
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978205349
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978207224
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978312779
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978316239
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978318869
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978341549
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978352404
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978360059
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978361249
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978361329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978364664
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.SourceView",1301978365784
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavadocView",1301978366359
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301978367159
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978369594
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978376424
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978446495
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978454770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978455650
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978458585
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978498530
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301978510120
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301978511525
closed,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978511530
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1301978516370
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978523805
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978526345
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978540740
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978543825
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978549790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978560130
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978560215
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978560270
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978563255
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978722075
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools",1301978765625
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978771215
started,bundle,org.eclipse.equinox.p2.ui.sdk,1.0.100.v20100513,"org.eclipse.equinox.p2.ui.sdk",1301978774210
started,bundle,org.eclipse.equinox.p2.ui,2.0.0.v20100518,"org.eclipse.equinox.p2.ui",1301978777130
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978777150
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978778465
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978782200
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978784905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978803895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301978804815
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1301978809425
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301978814840
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301978818720
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1301978825360
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978854915
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978859830
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978859905
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978862030
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1301978871475
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1301978885930
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978891015
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978893510
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1301978893515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978897160
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978899115
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.properties",1301978899120
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978900800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978902385
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978903745
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978983655
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301978985515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978986570
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978987885
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978991795
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978994915
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978996860
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301978998895
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1301979001280
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1301979003980
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979006355
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979008230
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979012820
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979014791
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979018006
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979041526
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979069141
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979071291
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979072061
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1301979073796
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301979084491
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301979084666
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301979084816
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1301979084971
